@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
68,'2017/10/15 15:19:39:313',2,-62.735733,-61.040222,-59.039112,-58.391972,-57.133091,-53.395531,-49.634529,-46.787231,-45.555656,-46.739178,-50.373985,-54.070267,-54.76606,-51.748631,-48.983425,-47.25312,-45.872807,-44.568005,-43.496246,-43.800453,-44.884094,-45.124428,-48.300987,-56.843998,-48.59713,-49.533852,-48.976383,-39.438889,-37.679092,-39.323654,-40.507946,-37.353527,-33.276638,-31.643032,-28.729065,-26.806093,-28.339705,-33.825012,-40.071659,-40.656673,-44.634384,-41.720215,-34.364746,-29.637255,-27.634695,-27.724277,-27.740545,-27.781075,-29.869402,-34.209126,-38.901829,-42.530354,-44.067848,-44.30423,-56.120045,-40.273945,-34.548782,-34.794285,-40.933075,-47.621975,-42.860611,-42.581242,-43.011166,-44.130478,-46.08654,-52.811562,-55.350067,-51.207275,-50.965816,-47.485939,-41.899563,-37.734703,-36.654564,-38.695534,-41.775402,-41.647427,-42.258907,-46.04678,-53.667553,-55.601555,-52.1717,-42.832588,-38.641018,-37.993996,-39.818497,-42.236,-44.464771,-43.090481,-40.480968,-37.745041,-34.20488,-33.031315,-34.624256,-38.221111,-42.985462,-50.992348,-57.94725,-46.699348,-43.46246,-43.373188,-45.26799,-47.859131,-50.385033,-46.054073,-43.21896,-41.651215,-40.840809,-42.777691,-46.865105,-47.934097,-48.678574,-47.849545,-45.494656,-45.759937,-49.462437,-48.981335,-47.209728,-49.247929,-52.651432,-55.130283,-60.07275,-65.153328,-66.013237,-67.600266,-67.6661,-67.687729,-67.903183,-68.432999,1
69,'2017/10/15 15:19:39:420',2,-71.816963,-74.430916,-91.144531,-73.619133,-68.448509,-66.614914,-65.160065,-64.331924,-63.766441,-62.959366,-63.387428,-63.717892,-64.082954,-67.74971,-69.18084,-67.457443,-66.370468,-61.83942,-60.057644,-61.880234,-70.034035,-67.891792,-61.304501,-58.238781,-56.618587,-56.566093,-55.28146,-53.524307,-53.132442,-53.169689,-53.525448,-54.054546,-51.194233,-47.737301,-46.879345,-49.060421,-54.475494,-63.563778,-74.297165,-64.000969,-65.203781,-62.570015,-58.377945,-58.473343,-59.227936,-60.649918,-72.499413,-61.698494,-57.233486,-58.363579,-63.231396,-68.321251,-68.844307,-65.316353,-64.447769,-70.06588,-73.628258,-64.88549,-63.830811,-63.17009,-60.26469,-58.967377,-59.900768,-62.526966,-66.24073,-70.030853,-73.754066,-77.058609,-76.33709,-77.402565,-70.043053,-65.47197,-63.794315,-62.508286,-61.866978,-63.06992,-64.657036,-65.542175,-67.589478,-68.794907,-69.63031,-71.966675,-75.070122,-75.553726,-71.521393,-70.620895,-69.82579,-68.869675,-67.803719,-67.286247,-69.01815,-71.690773,-72.918831,-72.696236,-72.829155,-75.5168,-86.265823,-78.396423,-74.402969,-73.43338,-71.213699,-69.706993,-69.972115,-73.086243,-79.753136,-74.322609,-71.418121,-72.550644,-77.866905,-87.909698,-73.307625,-70.234711,-71.593689,-77.334145,-79.494026,-75.410934,-74.774162,-75.277557,-75.861809,-76.20974,-76.237282,-76.13221,-76.09771,-76.156013,-76.210815,-76.230698,-76.236435,-76.252609,1
70,'2017/10/15 15:19:39:520',2,-61.397564,-60.869339,-60.4454,-60.944786,-60.658596,-59.475155,-59.452774,-60.797482,-61.882053,-60.906738,-58.808594,-57.339752,-56.814548,-57.272205,-58.306366,-57.528751,-56.483852,-57.264488,-58.636391,-60.259735,-61.133625,-56.436749,-55.160847,-58.14529,-63.853836,-68.183464,-64.20639,-64.777412,-63.780891,-55.265251,-54.651691,-53.880154,-42.423527,-36.463322,-33.888592,-33.997265,-36.551338,-41.269859,-47.083832,-51.253391,-53.97237,-57.857193,-55.717167,-53.855442,-55.269268,-56.609428,-56.689308,-63.247429,-63.36763,-57.000034,-56.019306,-52.609425,-49.681931,-45.941425,-40.250954,-35.948212,-34.144524,-33.664474,-32.796463,-32.740612,-35.020699,-39.152412,-42.425739,-45.610058,-47.208481,-46.680195,-49.49696,-54.511154,-52.351547,-55.362877,-68.152534,-52.125732,-47.982033,-47.240776,-49.347683,-52.815758,-55.082989,-52.398594,-49.943535,-51.151695,-52.315178,-51.15163,-52.820683,-53.740562,-52.693249,-54.243656,-52.31155,-51.904587,-53.755749,-46.068699,-42.865543,-43.341106,-45.116528,-45.887695,-47.405365,-51.127934,-57.184784,-61.528389,-62.825558,-63.82481,-57.620411,-55.345291,-59.660969,-63.854149,-53.300152,-51.209347,-53.173855,-57.075901,-55.846725,-54.150299,-54.156242,-55.221478,-58.147636,-63.040306,-61.158184,-61.606346,-68.582558,-65.74852,-63.917355,-66.008446,-67.350815,-66.155441,-65.446274,-65.863571,-66.306778,-66.48764,-66.641708,-66.752953,1
71,'2017/10/15 15:19:44:250',3,-95.404022,-61.827663,-57.219166,-57.534771,-55.046234,-49.666851,-47.862972,-48.802139,-47.018631,-44.259949,-40.480785,-36.669731,-33.808582,-32.160923,-26.285336,-21.579021,-20.499714,-23.058243,-29.47097,-36.819016,-39.144695,-36.135231,-34.794018,-36.221031,-40.113861,-42.517483,-40.945026,-40.77037,-41.67627,-44.538223,-49.399799,-52.072159,-48.286766,-45.294834,-44.7089,-44.589809,-44.872131,-45.601135,-45.128033,-45.122871,-47.681366,-50.556778,-48.790123,-48.363373,-48.736477,-49.3559,-50.17643,-51.997574,-52.265118,-49.620209,-49.054031,-49.622986,-50.023533,-50.90469,-52.403976,-52.37249,-51.141415,-51.507523,-51.950714,-52.14497,-53.214207,-52.503498,-51.723095,-51.941792,-52.230434,-53.241993,-54.375664,-54.600067,-52.923927,-50.737289,-49.917915,-51.359028,-55.441555,-63.513348,-54.779701,-49.114349,-48.690945,-51.213993,-52.556099,-52.909321,-53.140198,-53.169327,-52.57502,-49.243275,-47.066376,-48.09148,-52.909042,-61.031494,-64.438225,-55.559711,-52.326176,-52.460541,-53.876682,-55.197849,-55.443508,-55.758629,-56.316593,-55.679203,-55.97303,-59.028366,-57.774921,-47.438042,-43.901978,-44.772629,-48.996193,-51.372223,-51.820873,-53.73988,-54.329651,-53.18166,-52.572098,-51.868046,-52.221149,-54.276508,-55.524616,-55.333126,-54.903496,-54.728924,-54.847324,-55.166821,-55.35397,-55.202026,-55.113243,-55.11739,-55.153996,-55.174877,-55.17635,-55.183304,2
72,'2017/10/15 15:19:44:355',3,-73.99057,-73.927521,-70.968239,-68.756996,-67.565926,-66.212914,-65.362457,-64.924194,-64.617775,-64.999756,-63.425602,-62.219349,-62.190853,-59.965881,-52.660679,-49.339306,-51.031197,-49.521183,-43.561874,-41.625462,-43.032524,-47.659107,-54.359623,-55.813366,-55.584595,-54.928066,-56.505558,-63.856579,-77.171799,-69.075592,-77.808319,-75.262657,-72.684013,-75.068756,-74.893517,-75.830215,-75.969498,-73.604538,-74.54612,-74.702682,-75.295807,-82.71241,-87.085831,-77.98819,-75.280144,-77.232521,-71.094162,-65.474144,-64.635124,-67.138199,-70.062126,-72.904167,-73.691902,-69.05127,-65.336876,-64.12664,-66.428711,-74.442039,-86.876038,-78.123894,-79.420929,-83.738792,-100.233528,-89.640144,-92.032539,-85.793106,-80.573708,-77.525078,-77.399399,-81.630936,-85.770821,-83.607971,-81.774628,-78.929619,-72.507317,-68.663414,-68.784134,-72.451797,-75.544212,-75.556374,-75.688126,-73.118355,-70.540688,-67.877449,-66.125221,-67.343964,-70.920784,-74.31707,-72.920914,-65.492393,-63.554241,-65.709167,-69.948135,-71.902237,-72.261856,-71.593491,-71.807587,-72.847862,-72.341141,-67.74057,-62.962822,-60.612537,-61.092663,-64.86042,-72.067024,-72.606766,-72.132538,-75.062416,-79.815353,-85.153847,-89.825294,-87.878876,-84.989265,-82.067383,-80.562492,-82.28067,-91.765038,-84.532089,-79.788605,-80.057434,-82.945374,-84.724571,-84.785889,-84.99585,-85.080475,-85.188866,-85.240402,-85.275764,2
73,'2017/10/15 15:19:44:459',3,-100.478813,-82.198036,-72.691971,-69.013519,-69.689781,-77.437973,-76.099037,-71.957825,-73.713081,-72.648743,-71.209015,-69.795349,-68.763306,-69.007301,-72.746277,-65.873718,-61.053665,-57.276081,-52.66703,-50.446423,-51.06839,-54.143028,-59.227856,-65.817749,-66.664337,-65.483459,-66.244598,-66.991035,-67.989891,-70.476898,-72.137054,-72.317215,-72.948784,-73.360924,-74.8731,-75.99279,-76.025398,-77.081833,-79.475372,-81.310577,-80.863884,-82.159119,-89.290443,-85.907059,-82.358368,-82.259972,-81.876419,-81.231575,-81.706558,-82.911743,-83.085861,-82.523659,-82.933258,-82.227501,-81.833603,-85.067345,-83.844444,-81.999626,-84.21933,-85.131424,-84.044037,-83.436935,-83.258896,-83.24456,-83.160606,-82.95211,-82.685226,-82.603043,-82.083199,-79.294189,-76.973656,-77.711227,-82.341461,-87.355095,-83.92141,-83.776566,-88.597,-92.908043,-91.006203,-91.15921,-88.565918,-86.603172,-86.880333,-81.184975,-77.18663,-77.035995,-77.319519,-75.415848,-75.41906,-78.82695,-85.872917,-89.706253,-89.443298,-89.638191,-89.710869,-90.10968,-90.718613,-90.826866,-89.918648,-87.533981,-84.868088,-82.913086,-82.138329,-83.220413,-86.176445,-89.192451,-90.244263,-90.110954,-90.762024,-92.303566,-92.276375,-91.680542,-91.655533,-91.653946,-91.659302,-91.958153,-92.294739,-92.405296,-92.504837,-92.629524,-92.627899,-92.574989,-92.543823,-92.550026,-92.550171,-92.560532,-92.562408,-92.566521,2
74,'2017/10/15 15:19:44:564',3,-100.478813,-82.198036,-72.691971,-69.013519,-69.689781,-77.437973,-76.099037,-71.957825,-73.713081,-72.648743,-71.209015,-69.795349,-68.763306,-69.007301,-72.746277,-65.873718,-61.053665,-57.276081,-52.66703,-50.446423,-51.06839,-54.143028,-59.227856,-65.817749,-66.664337,-65.483459,-66.244598,-66.991035,-67.989891,-70.476898,-72.137054,-72.317215,-72.948784,-73.360924,-74.8731,-75.99279,-76.025398,-77.081833,-79.475372,-81.310577,-80.863884,-82.159119,-89.290443,-85.907059,-82.358368,-82.259972,-81.876419,-81.231575,-81.706558,-82.911743,-83.085861,-82.523659,-82.933258,-82.227501,-81.833603,-85.067345,-83.844444,-81.999626,-84.21933,-85.131424,-84.044037,-83.436935,-83.258896,-83.24456,-83.160606,-82.95211,-82.685226,-82.603043,-82.083199,-79.294189,-76.973656,-77.711227,-82.341461,-87.355095,-83.92141,-83.776566,-88.597,-92.908043,-91.006203,-91.15921,-88.565918,-86.603172,-86.880333,-81.184975,-77.18663,-77.035995,-77.319519,-75.415848,-75.41906,-78.82695,-85.872917,-89.706253,-89.443298,-89.638191,-89.710869,-90.10968,-90.718613,-90.826866,-89.918648,-87.533981,-84.868088,-82.913086,-82.138329,-83.220413,-86.176445,-89.192451,-90.244263,-90.110954,-90.762024,-92.303566,-92.276375,-91.680542,-91.655533,-91.653946,-91.659302,-91.958153,-92.294739,-92.405296,-92.504837,-92.629524,-92.627899,-92.574989,-92.543823,-92.550026,-92.550171,-92.560532,-92.562408,-92.566521,2
75,'2017/10/15 15:19:44:664',3,-50.451447,-50.651943,-50.484329,-50.056229,-49.72765,-49.265499,-48.656857,-48.300884,-47.282848,-45.539772,-44.971851,-43.85545,-42.73978,-39.18047,-33.824543,-31.518124,-32.747742,-38.328327,-55.892742,-48.411278,-45.739803,-46.351128,-44.242035,-41.391373,-44.567299,-48.566631,-37.932335,-36.176224,-38.652184,-40.116417,-39.955132,-44.514648,-64.338982,-47.12418,-45.210846,-48.190849,-57.871628,-62.354126,-52.700382,-47.18697,-43.706242,-43.86565,-49.929493,-55.995575,-46.82317,-42.959072,-41.335403,-42.263767,-45.445103,-49.286785,-52.796341,-51.784393,-49.010662,-49.159248,-52.012959,-55.632126,-57.036102,-56.192509,-50.477547,-48.404369,-49.390533,-51.2733,-49.543037,-48.385731,-51.158905,-54.233887,-53.664047,-54.389278,-49.988205,-45.996361,-43.06905,-40.722263,-40.634609,-34.455551,-29.454212,-28.395218,-30.881342,-36.457256,-40.964504,-43.504646,-48.521904,-53.886856,-51.667076,-45.83548,-43.645206,-45.619366,-50.4552,-48.503822,-43.358406,-41.46669,-43.197994,-48.599701,-59.583202,-62.024509,-56.375088,-55.503464,-52.153179,-50.952427,-49.827675,-49.934296,-56.518749,-57.751286,-52.694839,-55.378517,-59.627735,-52.609013,-49.449265,-51.180962,-64.699547,-54.712132,-50.436131,-51.619621,-56.075985,-64.325439,-66.834129,-84.888779,-56.613354,-49.082642,-46.205772,-46.463936,-49.404373,-53.726662,-56.518925,-57.24144,-57.491291,-57.922665,-58.209305,-58.374065,2
76,'2017/10/15 15:19:44:770',3,-55.587776,-56.125832,-56.380535,-55.49403,-54.334549,-53.540401,-52.30114,-51.116344,-49.481766,-47.41465,-45.221657,-42.935318,-41.454964,-42.136063,-37.755997,-31.721729,-29.357515,-28.811995,-28.436394,-29.878891,-33.340656,-31.299263,-29.959726,-32.559078,-38.648499,-38.146206,-38.042847,-43.605888,-46.361004,-44.94471,-45.32906,-44.503586,-45.501011,-48.371227,-52.040337,-55.061451,-54.617035,-49.875107,-43.252975,-38.590374,-37.147541,-38.848747,-40.530121,-39.482929,-39.639343,-41.689484,-46.861832,-61.434498,-58.781982,-53.38781,-51.831661,-53.040794,-53.947041,-52.863754,-51.084946,-49.849274,-50.273132,-54.164158,-53.676304,-50.655582,-50.093002,-49.351135,-49.741138,-50.649628,-49.992062,-49.688557,-52.37302,-63.809879,-62.322895,-53.118088,-47.294781,-46.71571,-47.420696,-47.039371,-51.046368,-51.679581,-49.785561,-52.20483,-51.972576,-49.420418,-46.927807,-46.940735,-46.254082,-43.252586,-42.124813,-42.834904,-43.894135,-44.039806,-43.057709,-43.264271,-46.526485,-53.360737,-54.716328,-57.810314,-70.744057,-58.68819,-58.215237,-55.682529,-54.159222,-54.322727,-48.097832,-40.662682,-38.328178,-39.925079,-44.532803,-50.704517,-58.352196,-54.949417,-58.675983,-56.583141,-50.182293,-48.50045,-50.044376,-55.555683,-63.406067,-57.111477,-55.282856,-57.884583,-62.933704,-59.310184,-58.544594,-59.275024,-59.313385,-59.443996,-59.523037,-59.574734,-59.579922,-59.642159,2
77,'2017/10/15 15:19:44:875',3,-55.587776,-56.125832,-56.380535,-55.49403,-54.334549,-53.540401,-52.30114,-51.116344,-49.481766,-47.41465,-45.221657,-42.935318,-41.454964,-42.136063,-37.755997,-31.721729,-29.357515,-28.811995,-28.436394,-29.878891,-33.340656,-31.299263,-29.959726,-32.559078,-38.648499,-38.146206,-38.042847,-43.605888,-46.361004,-44.94471,-45.32906,-44.503586,-45.501011,-48.371227,-52.040337,-55.061451,-54.617035,-49.875107,-43.252975,-38.590374,-37.147541,-38.848747,-40.530121,-39.482929,-39.639343,-41.689484,-46.861832,-61.434498,-58.781982,-53.38781,-51.831661,-53.040794,-53.947041,-52.863754,-51.084946,-49.849274,-50.273132,-54.164158,-53.676304,-50.655582,-50.093002,-49.351135,-49.741138,-50.649628,-49.992062,-49.688557,-52.37302,-63.809879,-62.322895,-53.118088,-47.294781,-46.71571,-47.420696,-47.039371,-51.046368,-51.679581,-49.785561,-52.20483,-51.972576,-49.420418,-46.927807,-46.940735,-46.254082,-43.252586,-42.124813,-42.834904,-43.894135,-44.039806,-43.057709,-43.264271,-46.526485,-53.360737,-54.716328,-57.810314,-70.744057,-58.68819,-58.215237,-55.682529,-54.159222,-54.322727,-48.097832,-40.662682,-38.328178,-39.925079,-44.532803,-50.704517,-58.352196,-54.949417,-58.675983,-56.583141,-50.182293,-48.50045,-50.044376,-55.555683,-63.406067,-57.111477,-55.282856,-57.884583,-62.933704,-59.310184,-58.544594,-59.275024,-59.313385,-59.443996,-59.523037,-59.574734,-59.579922,-59.642159,2
78,'2017/10/15 15:19:44:980',3,-69.248863,-66.504875,-66.427727,-69.709213,-66.242706,-62.154324,-60.801449,-59.733971,-57.555592,-55.144619,-50.782162,-48.434204,-51.393093,-48.092133,-40.949127,-37.793892,-35.589195,-34.081879,-34.782074,-38.451241,-43.880775,-42.991116,-40.27676,-41.105984,-47.908649,-57.488438,-47.543007,-48.90073,-63.834148,-49.725632,-47.615612,-52.736153,-57.498146,-48.134411,-44.94112,-43.48991,-44.202805,-48.715805,-50.759628,-46.291206,-44.171814,-44.033936,-46.410831,-51.761711,-59.001991,-55.565804,-53.974899,-55.53735,-51.750298,-49.864136,-51.801956,-54.513809,-52.272522,-50.039505,-49.802277,-51.695385,-55.393482,-57.885921,-57.939804,-56.68214,-53.608994,-52.217262,-52.80394,-53.023842,-51.490047,-49.498039,-47.475952,-45.685421,-45.060253,-46.868046,-51.41095,-48.350475,-44.110424,-42.791237,-43.768291,-44.189571,-42.158451,-41.928524,-45.319992,-48.770195,-43.613323,-40.575237,-38.950829,-38.599831,-40.108841,-43.23262,-45.048363,-41.668003,-38.391472,-38.302696,-42.446457,-55.127598,-53.644001,-47.230568,-45.427124,-45.81992,-43.874413,-43.357456,-47.374866,-50.208401,-47.316895,-50.4576,-65.811447,-56.097538,-49.043442,-48.151112,-56.775124,-49.960793,-46.139778,-46.702053,-47.171051,-50.479057,-61.160725,-52.830952,-52.200466,-54.632889,-57.078465,-57.475388,-57.396744,-61.433395,-71.55545,-73.396461,-70.715668,-68.206398,-67.799393,-68.426613,-69.22435,-70.078621,2
79,'2017/10/15 15:19:45:082',3,-37.190163,-37.104378,-36.921314,-36.669476,-36.19669,-35.646927,-35.052334,-34.419098,-33.576813,-32.497807,-31.863583,-34.602966,-31.011812,-25.677526,-19.132139,-15.03119,-14.952922,-19.405815,-22.145191,-20.269844,-22.449173,-22.986607,-22.62846,-25.146179,-29.870968,-35.782459,-37.760456,-35.369919,-35.064663,-37.691715,-37.101444,-35.134335,-37.311008,-42.574749,-38.156956,-36.445969,-37.712978,-41.542713,-42.352596,-37.990921,-36.827953,-37.990002,-38.601791,-39.213398,-45.729767,-40.863174,-35.96793,-37.05407,-40.878319,-40.122261,-39.953819,-42.594379,-43.951668,-42.659451,-49.596153,-45.428711,-38.674446,-38.697262,-39.888184,-39.268272,-39.567108,-40.283283,-42.414581,-45.88319,-43.475887,-41.837673,-41.41227,-38.859211,-37.929745,-37.419315,-37.16296,-40.332836,-43.658497,-37.074986,-30.845739,-28.487368,-29.722551,-34.498386,-42.549042,-49.62191,-56.837868,-47.241989,-41.932243,-38.406479,-34.147694,-31.154202,-31.565718,-38.195911,-39.09552,-32.621418,-32.70417,-36.268246,-39.316586,-39.848862,-42.030899,-46.05743,-50.014053,-51.561615,-47.845459,-45.397171,-38.255867,-32.830814,-30.846258,-31.945948,-36.298561,-43.905014,-44.137997,-41.64423,-41.480526,-44.081257,-46.353455,-46.040634,-50.440559,-50.433926,-48.094086,-47.184219,-46.367981,-50.292187,-59.860733,-53.240562,-50.636234,-50.061203,-50.677315,-51.018047,-51.030228,-50.896885,-50.808567,-50.7672,2
80,'2017/10/15 15:19:45:183',3,-52.565941,-52.516033,-51.799202,-50.973736,-50.404102,-49.72472,-48.733635,-47.422245,-45.991386,-44.186508,-42.241184,-43.11549,-44.285591,-38.329784,-30.882778,-26.998821,-26.487602,-28.359627,-29.232309,-28.868166,-30.529194,-34.296883,-35.935772,-34.496284,-34.822502,-37.638935,-39.075478,-39.343987,-42.328892,-45.401485,-45.225098,-43.36916,-43.815044,-46.920963,-46.220306,-45.121052,-44.900742,-42.72411,-41.103962,-40.696468,-41.508625,-44.221195,-45.694637,-44.775761,-41.352291,-37.783924,-37.061771,-39.299782,-44.714493,-54.152172,-56.326729,-57.755524,-58.429073,-52.283657,-45.823132,-42.068184,-42.00877,-44.957062,-47.843193,-50.431583,-51.857849,-52.299648,-54.549438,-52.469505,-52.488987,-55.22858,-62.881454,-65.739227,-61.243835,-56.521931,-49.091705,-46.248341,-46.619286,-48.941227,-50.764095,-50.29472,-50.619839,-53.358852,-53.801071,-54.361805,-51.542427,-47.985298,-46.675671,-48.033051,-51.182281,-50.796024,-37.550854,-32.061829,-30.935911,-33.461121,-39.512093,-46.624287,-48.121361,-47.502949,-49.493019,-51.517635,-52.765133,-54.69994,-59.24588,-48.224987,-39.370628,-36.224163,-36.405743,-38.75539,-41.84256,-44.536842,-47.705517,-51.329681,-53.277306,-51.216564,-51.226173,-51.069431,-46.538418,-45.604637,-47.909069,-51.038132,-50.875919,-50.463673,-50.887722,-50.907982,-50.954914,-50.896,-50.886456,-50.967464,-51.047119,-51.056835,-51.092384,-51.133129,2
81,'2017/10/15 15:19:45:287',3,-52.565941,-52.516033,-51.799202,-50.973736,-50.404102,-49.72472,-48.733635,-47.422245,-45.991386,-44.186508,-42.241184,-43.11549,-44.285591,-38.329784,-30.882778,-26.998821,-26.487602,-28.359627,-29.232309,-28.868166,-30.529194,-34.296883,-35.935772,-34.496284,-34.822502,-37.638935,-39.075478,-39.343987,-42.328892,-45.401485,-45.225098,-43.36916,-43.815044,-46.920963,-46.220306,-45.121052,-44.900742,-42.72411,-41.103962,-40.696468,-41.508625,-44.221195,-45.694637,-44.775761,-41.352291,-37.783924,-37.061771,-39.299782,-44.714493,-54.152172,-56.326729,-57.755524,-58.429073,-52.283657,-45.823132,-42.068184,-42.00877,-44.957062,-47.843193,-50.431583,-51.857849,-52.299648,-54.549438,-52.469505,-52.488987,-55.22858,-62.881454,-65.739227,-61.243835,-56.521931,-49.091705,-46.248341,-46.619286,-48.941227,-50.764095,-50.29472,-50.619839,-53.358852,-53.801071,-54.361805,-51.542427,-47.985298,-46.675671,-48.033051,-51.182281,-50.796024,-37.550854,-32.061829,-30.935911,-33.461121,-39.512093,-46.624287,-48.121361,-47.502949,-49.493019,-51.517635,-52.765133,-54.69994,-59.24588,-48.224987,-39.370628,-36.224163,-36.405743,-38.75539,-41.84256,-44.536842,-47.705517,-51.329681,-53.277306,-51.216564,-51.226173,-51.069431,-46.538418,-45.604637,-47.909069,-51.038132,-50.875919,-50.463673,-50.887722,-50.907982,-50.954914,-50.896,-50.886456,-50.967464,-51.047119,-51.056835,-51.092384,-51.133129,2
82,'2017/10/15 15:19:45:393',3,-54.818928,-54.530544,-53.133625,-52.687889,-53.429981,-54.007298,-52.889095,-51.018116,-45.691036,-42.642796,-37.596588,-33.367966,-32.371544,-34.346699,-37.318325,-30.593708,-23.086649,-18.355064,-16.018906,-15.591773,-16.356855,-17.836372,-20.68829,-26.46143,-39.378307,-40.657135,-37.017418,-35.818378,-36.076675,-38.785606,-40.609409,-37.282665,-35.028961,-34.29187,-33.705997,-33.427891,-35.415848,-43.763157,-44.997669,-37.942097,-36.960941,-37.371883,-38.974365,-42.340885,-44.845161,-45.832237,-47.618378,-48.721928,-46.349392,-42.604053,-40.935139,-42.713661,-47.750633,-46.083721,-45.014992,-49.030682,-57.255398,-56.344162,-55.152981,-49.491165,-47.438599,-49.823624,-59.481407,-55.291519,-51.87318,-52.402668,-54.606564,-56.838955,-55.086369,-55.15255,-61.849197,-63.52256,-58.565388,-57.87225,-54.624649,-46.731407,-42.62944,-42.558025,-45.346909,-44.907421,-41.956554,-41.26495,-44.585148,-57.414032,-44.290577,-39.464813,-37.21027,-36.273197,-36.142918,-36.321953,-37.301479,-39.686188,-42.623363,-43.534763,-42.374702,-41.772266,-41.815243,-41.525269,-42.586117,-44.971992,-43.669487,-40.115784,-37.394157,-37.047386,-39.880939,-43.517761,-40.190613,-37.931328,-37.880596,-39.302776,-41.865192,-45.602268,-49.389988,-51.821808,-53.279819,-51.201588,-49.639812,-49.916065,-51.746304,-55.550995,-62.615311,-67.633881,-67.185204,-68.289017,-67.108543,-67.183853,-67.809196,-67.757164,2
